CO2,Country of birth/nationality,VAR,Variable,GEN,Gender,COU,Country,YEA,Year,Inflow,Flag Codes,Flags
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHE,Switzerland,2005,2005,10061,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHE,Switzerland,2006,2006,10537,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHE,Switzerland,2007,2007,10387,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHE,Switzerland,2008,2008,16606,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHE,Switzerland,2009,2009,16005,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHE,Switzerland,2010,2010,13521,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHE,Switzerland,2011,2011,19439,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHE,Switzerland,2012,2012,25948,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHE,Switzerland,2013,2013,19440,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHE,Switzerland,2014,2014,22113,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHE,Switzerland,2015,2015,38120,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHE,Switzerland,2016,2016,25872,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHE,Switzerland,2017,2017,16670,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHE,Switzerland,2018,2018,13535,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHE,Switzerland,2019,2019,12600,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,TUR,Turkey,2000,2000,5685,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,TUR,Turkey,2001,2001,5041,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,TUR,Turkey,2002,2002,3795,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,TUR,Turkey,2003,2003,3952,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,TUR,Turkey,2004,2004,3908,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,TUR,Turkey,2005,2005,3921,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,TUR,Turkey,2006,2006,4553,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,TUR,Turkey,2007,2007,7646,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,TUR,Turkey,2008,2008,12981,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,TUR,Turkey,2009,2009,7834,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,TUR,Turkey,2010,2010,9226,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,TUR,Turkey,2011,2011,16021,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,TUR,Turkey,2012,2012,26470,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,TUR,Turkey,2013,2013,44807,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,TUR,Turkey,2014,2014,87820,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,TUR,Turkey,2015,2015,133590,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,TUR,Turkey,2016,2016,77851,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,TUR,Turkey,2017,2017,123597,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,TUR,Turkey,2018,2018,83818,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,TUR,Turkey,2019,2019,56417,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,GBR,United Kingdom,2000,2000,80300,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,GBR,United Kingdom,2001,2001,71010,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,GBR,United Kingdom,2002,2002,103080,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,GBR,United Kingdom,2003,2003,60050,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,GBR,United Kingdom,2004,2004,40625,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,GBR,United Kingdom,2005,2005,30840,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,GBR,United Kingdom,2006,2006,28320,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,GBR,United Kingdom,2007,2007,28300,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,GBR,United Kingdom,2008,2008,31315,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,GBR,United Kingdom,2009,2009,30675,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,GBR,United Kingdom,2010,2010,22644,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,GBR,United Kingdom,2011,2011,25898,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,GBR,United Kingdom,2012,2012,27978,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,GBR,United Kingdom,2013,2013,29395,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,GBR,United Kingdom,2014,2014,32344,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,GBR,United Kingdom,2015,2015,39970,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,GBR,United Kingdom,2016,2016,38380,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,GBR,United Kingdom,2017,2017,33380,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,GBR,United Kingdom,2018,2018,37365,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,GBR,United Kingdom,2019,2019,44315,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,USA,United States,2000,2000,40867,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,USA,United States,2001,2001,59432,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,USA,United States,2002,2002,58439,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,USA,United States,2003,2003,43338,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,USA,United States,2004,2004,44972,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,USA,United States,2005,2005,39240,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,USA,United States,2006,2006,41101,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,USA,United States,2007,2007,40449,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,USA,United States,2008,2008,39362,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,USA,United States,2009,2009,38080,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,USA,United States,2010,2010,42971,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,USA,United States,2011,2011,60587,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,USA,United States,2012,2012,66101,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,USA,United States,2013,2013,68243,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,USA,United States,2014,2014,121160,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,USA,United States,2015,2015,172740,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,USA,United States,2016,2016,261970,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,USA,United States,2017,2017,331700,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,USA,United States,2018,2018,254300,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,USA,United States,2019,2019,301065,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHL,Chile,2000,2000,69,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHL,Chile,2001,2001,81,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHL,Chile,2002,2002,43,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHL,Chile,2003,2003,87,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHL,Chile,2004,2004,203,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHL,Chile,2005,2005,380,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHL,Chile,2006,2006,573,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHL,Chile,2007,2007,756,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHL,Chile,2008,2008,872,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHL,Chile,2009,2009,644,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHL,Chile,2010,2010,260,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHL,Chile,2011,2011,305,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHL,Chile,2012,2012,168,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHL,Chile,2013,2013,249,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHL,Chile,2014,2014,282,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHL,Chile,2015,2015,630,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHL,Chile,2016,2016,2299,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHL,Chile,2017,2017,5656,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHL,Chile,2018,2018,5784,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,CHL,Chile,2019,2019,770,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,EST,Estonia,2000,2000,3,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,EST,Estonia,2001,2001,12,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,EST,Estonia,2002,2002,9,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,EST,Estonia,2003,2003,14,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,EST,Estonia,2004,2004,14,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,EST,Estonia,2005,2005,11,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,EST,Estonia,2006,2006,7,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,EST,Estonia,2007,2007,14,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,EST,Estonia,2008,2008,14,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,EST,Estonia,2009,2009,36,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,EST,Estonia,2010,2010,30,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,EST,Estonia,2011,2011,67,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,EST,Estonia,2012,2012,77,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,EST,Estonia,2013,2013,97,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,EST,Estonia,2014,2014,143,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,EST,Estonia,2015,2015,230,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,EST,Estonia,2016,2016,69,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,EST,Estonia,2017,2017,180,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,EST,Estonia,2018,2018,90,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,EST,Estonia,2019,2019,100,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISR,Israel,2000,2000,6148,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISR,Israel,2001,2001,456,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISR,Israel,2002,2002,355,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISR,Israel,2004,2004,940,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISR,Israel,2005,2005,860,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISR,Israel,2006,2006,5760,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISR,Israel,2007,2007,4630,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISR,Israel,2008,2008,4140,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISR,Israel,2009,2009,5580,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISR,Israel,2010,2010,6460,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISR,Israel,2011,2011,5700,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISR,Israel,2012,2012,4760,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISR,Israel,2013,2013,5560,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISR,Israel,2014,2014,226,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISR,Israel,2015,2015,5010,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISR,Israel,2016,2016,8150,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISR,Israel,2017,2017,15368,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISR,Israel,2018,2018,16263,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,ISR,Israel,2019,2019,9444,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,SVN,Slovenia,2000,2000,9244,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,SVN,Slovenia,2001,2001,1511,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,SVN,Slovenia,2002,2002,702,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,SVN,Slovenia,2003,2003,1100,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,SVN,Slovenia,2004,2004,1173,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,SVN,Slovenia,2005,2005,1596,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,SVN,Slovenia,2006,2006,518,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,SVN,Slovenia,2007,2007,425,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,SVN,Slovenia,2008,2008,238,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,SVN,Slovenia,2009,2009,183,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,SVN,Slovenia,2010,2010,246,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,SVN,Slovenia,2011,2011,373,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,SVN,Slovenia,2012,2012,305,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,SVN,Slovenia,2013,2013,243,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,SVN,Slovenia,2014,2014,361,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,SVN,Slovenia,2015,2015,260,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,SVN,Slovenia,2016,2016,1263,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,SVN,Slovenia,2017,2017,1440,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,SVN,Slovenia,2018,2018,2800,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,SVN,Slovenia,2019,2019,3615,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,LVA,Latvia,2011,2011,335,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,LVA,Latvia,2012,2012,189,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,LVA,Latvia,2013,2013,185,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,LVA,Latvia,2014,2014,364,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,LVA,Latvia,2015,2015,330,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,LVA,Latvia,2016,2016,344,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,LVA,Latvia,2017,2017,355,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,LVA,Latvia,2018,2018,175,,
TOT,Total,B13,Inflows of asylum seekers by nationality,TOT,Total,LVA,Latvia,2019,2019,180,,
